Frame,F1 (Head Tilt),F2 (Slouch),Class
2549,0.18,1.64,looks good
2550,0.2,1.64,looks good
2551,0.2,1.63,looks good
2552,0.2,1.64,looks good
2553,0.2,1.64,looks good
2554,0.21,1.64,looks good
2555,0.21,1.64,looks good
2556,0.2,1.63,looks good
2557,0.18,1.64,looks good
2558,0.18,1.64,looks good
2559,0.17,1.64,looks good
2560,0.14,1.63,looks good
2561,0.16,1.64,looks good
2562,0.18,1.63,looks good
2563,0.16,1.64,looks good
2564,0.16,1.63,looks good
2565,0.16,1.64,looks good
2566,0.16,1.64,looks good
2567,0.14,1.64,looks good
2568,0.15,1.64,looks good
2569,0.16,1.64,looks good
2570,0.15,1.63,looks good
2571,0.14,1.64,looks good
2572,0.15,1.63,looks good
2573,0.15,1.63,looks good
2574,0.18,1.63,looks good
2575,0.22,1.63,looks good
2576,0.21,1.6199999999999999,looks good
2577,0.2,1.63,looks good
2578,0.22,1.63,looks good
2579,0.22,1.63,looks good
2580,0.22,1.63,looks good
2581,0.23,1.6199999999999999,looks good
2582,0.25,1.6199999999999999,looks good
2583,0.23,1.6199999999999999,looks good
2584,0.23,1.6199999999999999,looks good
2585,0.23,1.6199999999999999,looks good
2586,0.27,1.6199999999999999,looks good
2587,0.25,1.6199999999999999,looks good
2588,0.25,1.6199999999999999,looks good
2589,0.23,1.6199999999999999,looks good
2590,0.23,1.6199999999999999,looks good
2591,0.23,1.6199999999999999,looks good
2592,0.24,1.6199999999999999,looks good
2593,0.28,1.63,looks good
2594,0.29,1.63,looks good
2595,0.29,1.63,looks good
2596,0.28,1.63,looks good
2597,0.27,1.63,looks good
2598,0.26,1.63,looks good
2599,0.26,1.63,looks good
2600,0.31,1.63,looks good
2601,0.31,1.63,looks good
2602,0.3,1.63,looks good
2603,0.33,1.63,looks good
2604,0.31,1.63,looks good
2605,0.31,1.63,looks good
2606,0.33,1.63,looks good
2607,0.34,1.63,looks good
2608,0.34,1.63,looks good
2609,0.35,1.63,looks good
2610,0.34,1.6199999999999999,looks good
2611,0.31,1.63,looks good
2612,0.32,1.63,looks good
2613,0.29,1.63,looks good
2614,0.3,1.6199999999999999,looks good
2615,0.32,1.6199999999999999,looks good
2616,0.33,1.6199999999999999,looks good
2617,0.32,1.6199999999999999,looks good
2618,0.33,1.6199999999999999,looks good
2619,0.34,1.6199999999999999,looks good
2620,0.3,1.63,looks good
2621,0.33,1.63,looks good
2622,0.34,1.63,looks good
2623,0.36,1.63,looks good
2624,0.36,1.63,looks good
2625,0.36,1.63,looks good
2626,0.33,1.64,looks good
2627,0.35,1.64,looks good
2628,0.39,1.64,looks good
2629,0.4,1.64,looks good
2630,0.33,1.63,looks good
2631,0.35,1.63,looks good
2632,0.34,1.63,looks good
2633,0.35,1.6199999999999999,looks good
2634,0.35,1.6199999999999999,looks good
2635,0.35,1.6199999999999999,looks good
2636,0.37,1.63,looks good
2637,0.37,1.6199999999999999,looks good
2638,0.36,1.63,looks good
2639,0.39,1.63,looks good
2640,0.37,1.63,looks good
2641,0.39,1.63,looks good
2642,0.42,1.63,looks good
2643,0.42,1.6199999999999999,looks good
2644,0.42,1.63,looks good
2645,0.45,1.63,looks good
2646,0.46,1.6199999999999999,looks good
2647,0.46,1.6199999999999999,looks good
2648,0.49,1.63,looks good
2649,0.48,1.63,looks good
2650,0.45,1.63,looks good
2651,0.42,1.63,looks good
2652,0.47,1.65,looks good
2653,0.46,1.69,looks good
2654,0.5,1.69,looks good
2655,0.49,1.71,looks good
2656,0.48,1.7,looks good
2657,0.6,1.72,looks good
2658,0.63,1.72,looks good
2659,0.71,1.73,looks good
2660,0.67,1.73,looks good
2661,0.69,1.73,looks good
2662,0.72,1.73,looks good
2663,0.66,1.73,looks good
2664,0.72,1.72,looks good
2665,0.71,1.72,looks good
2666,0.71,1.73,looks good
2667,0.72,1.72,looks good
2668,0.71,1.72,looks good
2669,0.68,1.72,looks good
2670,0.64,1.72,looks good
2671,0.6,1.72,looks good
2672,0.62,1.72,looks good
2673,0.61,1.72,looks good
2674,0.56,1.72,looks good
2675,0.56,1.72,looks good
2676,0.52,1.72,looks good
2677,0.55,1.71,looks good
2678,0.55,1.71,looks good
2679,0.55,1.71,looks good
2680,0.51,1.71,looks good
2681,0.5,1.71,looks good
2682,0.51,1.72,looks good
2683,0.52,1.72,looks good
2684,0.49,1.72,looks good
2685,0.49,1.72,looks good
2686,0.5,1.72,looks good
2687,0.51,1.72,looks good
2688,0.5,1.72,looks good
2689,0.5,1.72,looks good
2690,0.48,1.72,looks good
2691,0.48,1.72,looks good
2692,0.51,1.71,looks good
2693,0.51,1.71,looks good
2694,0.48,1.7,looks good
2695,0.46,1.7,looks good
2696,0.44,1.69,looks good
2697,0.43,1.7,looks good
2698,0.46,1.69,looks good
2699,0.42,1.69,looks good
2700,0.4,1.69,looks good
2701,0.41,1.7,looks good
2702,0.42,1.7,looks good
2703,0.42,1.7,looks good
2704,0.44,1.7,looks good
2705,0.44,1.71,looks good
2706,0.51,1.71,looks good
2707,0.5,1.72,looks good
2708,0.55,1.72,looks good
2709,0.56,1.72,looks good
2710,0.59,1.72,looks good
2711,0.59,1.72,looks good
2712,0.61,1.72,looks good
2713,0.61,1.72,looks good
2714,0.62,1.72,looks good
2715,0.62,1.72,looks good
2716,0.63,1.73,looks good
2717,0.61,1.73,looks good
2718,0.65,1.73,looks good
2719,0.66,1.72,looks good
2720,0.63,1.72,looks good
2721,0.64,1.72,looks good
2722,0.65,1.72,looks good
2723,0.65,1.72,looks good
2724,0.65,1.73,looks good
2725,0.65,1.73,looks good
2726,0.63,1.72,looks good
2727,0.63,1.72,looks good
2728,0.64,1.72,looks good
2729,0.64,1.72,looks good
2730,0.61,1.71,looks good
2731,0.63,1.71,looks good
2732,0.63,1.71,looks good
2733,0.65,1.72,looks good
2734,0.67,1.71,looks good
2735,0.66,1.71,looks good
2736,0.69,1.72,looks good
2737,0.66,1.72,looks good
2738,0.67,1.71,looks good
2739,0.72,1.71,looks good
2740,0.66,1.72,looks good
2741,0.68,1.72,looks good
2742,0.68,1.71,looks good
2743,0.65,1.72,looks good
2744,0.66,1.71,looks good
2745,0.67,1.71,looks good
2746,0.69,1.71,looks good
2747,0.67,1.71,looks good
2748,0.67,1.7,looks good
2749,0.64,1.71,looks good
2750,0.65,1.7,looks good
2751,0.63,1.71,looks good
2752,0.63,1.71,looks good
2753,0.6,1.71,looks good
2754,0.61,1.71,looks good
2755,0.61,1.71,looks good
2756,0.61,1.71,looks good
2757,0.61,1.71,looks good
2758,0.63,1.71,looks good
2759,0.63,1.71,looks good
2760,0.63,1.71,looks good
2761,0.62,1.71,looks good
2762,0.64,1.72,looks good
2763,0.69,1.72,looks good
2764,0.69,1.73,looks good
2765,0.73,1.73,looks good
2766,0.76,1.73,looks good
2767,0.73,1.73,looks good
2768,0.73,1.74,looks good
2769,0.75,1.74,looks good
2770,0.78,1.74,looks good
2771,0.81,1.73,looks good
2772,0.8,1.73,looks good
2773,0.83,1.73,looks good
2774,0.82,1.73,looks good
2775,0.85,1.74,straighten head
2776,0.4,1.72,looks good
2777,0.45,1.71,looks good
2778,0.47,1.7,looks good
2779,0.42,1.71,looks good
2780,0.43,1.7,looks good
2781,0.43,1.7,looks good
2782,0.43,1.7,looks good
2783,0.44,1.7,looks good
2784,0.43,1.7,looks good
2785,0.45,1.71,looks good
2786,0.4,1.71,looks good
2787,0.34,1.71,looks good
2788,0.3,1.71,looks good
2789,0.33,1.71,looks good
2790,0.27,1.71,looks good
2791,0.27,1.71,looks good
2792,0.26,1.71,looks good
2793,0.27,1.71,looks good
2794,0.29,1.71,looks good
2795,0.32,1.71,looks good
2796,0.32,1.71,looks good
2797,0.32,1.72,looks good
2798,0.32,1.71,looks good
2799,0.32,1.72,looks good
2800,0.32,1.72,looks good
2801,0.32,1.72,looks good
2802,0.33,1.71,looks good
2803,0.33,1.72,looks good
2804,0.34,1.72,looks good
2805,0.35,1.72,looks good
2806,0.35,1.72,looks good
2807,0.39,1.72,looks good
2808,0.37,1.72,looks good
2809,0.34,1.72,looks good
2810,0.35,1.72,looks good
2811,0.37,1.71,looks good
2812,0.39,1.71,looks good
2813,0.38,1.71,looks good
2814,0.37,1.71,looks good
2815,0.4,1.72,looks good
2816,0.4,1.72,looks good
2817,0.35,1.71,looks good
2818,0.33,1.71,looks good
2819,0.34,1.71,looks good
2820,0.33,1.72,looks good
2821,0.37,1.71,looks good
14,0.81,1.69,looks good
15,0.93,1.67,looks good
16,1.01,1.66,looks good
17,1.06,1.66,looks good
18,1.06,1.66,looks good
19,1.06,1.66,looks good
20,1.04,1.66,looks good
21,1.07,1.65,looks good
22,1.07,1.65,looks good
23,1.04,1.65,looks good
24,1.07,1.65,looks good
25,1.07,1.65,looks good
26,1.04,1.65,looks good
27,1.03,1.65,looks good
28,1.04,1.65,looks good
29,1.02,1.65,looks good
30,1.04,1.65,looks good
31,1.04,1.65,looks good
32,1.05,1.65,looks good
33,1.04,1.65,looks good
34,1.05,1.64,looks good
35,1.05,1.64,sit up straight
36,1.25,1.65,sit up straight
37,1.22,1.65,sit up straight
38,1.22,1.65,sit up straight
39,1.23,1.65,sit up straight
40,1.22,1.65,sit up straight
41,1.21,1.65,sit up straight
42,1.19,1.64,sit up straight
43,1.16,1.64,sit up straight
44,1.14,1.64,sit up straight
45,1.17,1.64,sit up straight
46,1.15,1.65,sit up straight
47,1.15,1.65,sit up straight
48,1.13,1.64,sit up straight
49,1.11,1.65,sit up straight
50,1.13,1.65,sit up straight
51,1.12,1.64,sit up straight
52,1.11,1.64,sit up straight
53,1.1,1.65,sit up straight
54,1.12,1.65,sit up straight
55,1.1,1.65,looks good
56,0.99,1.64,looks good
57,0.99,1.64,looks good
58,1.0,1.64,looks good
59,0.98,1.65,looks good
60,0.97,1.65,looks good
61,0.97,1.65,looks good
62,0.97,1.65,looks good
63,0.97,1.65,looks good
64,0.99,1.65,looks good
65,1.01,1.65,looks good
66,0.95,1.65,looks good
67,0.94,1.65,looks good
68,0.97,1.65,looks good
69,0.95,1.65,looks good
70,0.97,1.64,looks good
71,0.96,1.64,looks good
72,0.94,1.64,looks good
73,0.92,1.64,looks good
74,0.92,1.64,looks good
75,0.93,1.64,looks good
76,0.9,1.64,looks good
77,0.9,1.64,looks good
78,0.87,1.64,looks good
79,0.87,1.64,looks good
80,0.82,1.63,looks good
81,0.82,1.64,looks good
82,0.82,1.64,looks good
83,0.8,1.63,looks good
84,0.78,1.64,looks good
85,0.79,1.64,looks good
86,0.79,1.63,looks good
87,0.79,1.63,looks good
88,0.77,1.63,looks good
89,0.76,1.63,looks good
90,0.75,1.6199999999999999,sit up straight
91,0.73,1.66,looks good
92,0.85,1.64,looks good
93,0.89,1.65,looks good
94,0.9,1.64,looks good
95,0.88,1.65,looks good
96,0.88,1.65,looks good
97,0.84,1.65,looks good
98,0.84,1.65,looks good
99,0.86,1.65,looks good
100,0.82,1.65,looks good
101,0.81,1.65,looks good
102,0.8,1.65,looks good
103,0.81,1.65,looks good
104,0.8,1.65,looks good
105,0.8,1.65,looks good
106,0.81,1.65,looks good
107,0.81,1.65,looks good
108,0.8,1.65,looks good
109,0.8,1.64,looks good
110,0.79,1.64,looks good
111,0.79,1.64,looks good
112,0.79,1.65,looks good
4,0.12,2.31,straighten head
24,0.42,2.3400000000000003,straighten head
28,0.41,2.3200000000000003,straighten head
29,0.61,2.3400000000000003,straighten head
30,0.65,2.35,straighten head
31,0.42,2.4,straighten head
48,1.16,2.56,straighten head
49,1.14,2.64,straighten head
161,1.66,1.46,sit up straight
162,1.37,1.52,sit up straight
163,1.08,1.56,sit up straight
164,1.04,1.5699999999999998,sit up straight
165,0.8,1.58,sit up straight
166,0.44,1.58,sit up straight
167,0.47,1.5699999999999998,sit up straight
168,0.61,1.5499999999999998,sit up straight
169,0.61,1.54,sit up straight
170,0.66,1.54,sit up straight
171,0.71,1.5299999999999998,sit up straight
172,0.73,1.52,sit up straight
173,0.62,1.5299999999999998,sit up straight
174,0.66,1.52,sit up straight
175,0.69,1.52,sit up straight
176,0.69,1.5099999999999998,sit up straight
177,0.65,1.5099999999999998,sit up straight
178,0.72,1.5099999999999998,sit up straight
179,0.69,1.52,sit up straight
180,0.74,1.5099999999999998,sit up straight
181,0.75,1.5099999999999998,sit up straight
182,0.75,1.5099999999999998,sit up straight
183,0.75,1.52,sit up straight
184,0.78,1.5099999999999998,sit up straight
185,0.77,1.5099999999999998,sit up straight
186,0.81,1.52,sit up straight
187,0.81,1.52,sit up straight
188,0.83,1.52,sit up straight
189,0.87,1.5099999999999998,sit up straight
190,0.84,1.5099999999999998,sit up straight
191,0.86,1.5099999999999998,sit up straight
192,0.81,1.52,sit up straight
193,0.84,1.52,sit up straight
194,0.86,1.52,sit up straight
195,0.86,1.52,sit up straight
196,0.8,1.5099999999999998,sit up straight
197,0.86,1.5099999999999998,sit up straight
198,0.82,1.5099999999999998,sit up straight
199,0.79,1.5099999999999998,sit up straight
200,0.79,1.52,sit up straight
201,0.77,1.52,sit up straight
202,0.74,1.52,sit up straight
203,0.74,1.52,sit up straight
204,0.76,1.52,sit up straight
205,0.71,1.52,sit up straight
206,0.7,1.5299999999999998,sit up straight
207,0.71,1.5299999999999998,sit up straight
208,0.75,1.5299999999999998,sit up straight
209,0.74,1.5299999999999998,sit up straight
210,0.77,1.5299999999999998,sit up straight
211,0.76,1.5299999999999998,sit up straight
212,0.8,1.5299999999999998,sit up straight
213,0.8,1.5299999999999998,sit up straight
214,0.82,1.5299999999999998,sit up straight
215,0.82,1.5299999999999998,sit up straight
216,0.85,1.5299999999999998,sit up straight
217,0.84,1.5299999999999998,sit up straight
218,0.89,1.5299999999999998,sit up straight
219,0.9,1.5299999999999998,sit up straight
220,0.87,1.5299999999999998,sit up straight
221,0.85,1.5299999999999998,sit up straight
222,0.87,1.5299999999999998,sit up straight
223,0.87,1.5299999999999998,sit up straight
224,0.89,1.54,sit up straight
225,0.86,1.54,sit up straight
226,0.86,1.54,sit up straight
227,0.83,1.54,sit up straight
228,0.88,1.56,sit up straight
229,0.87,1.56,sit up straight
230,0.89,1.58,sit up straight
231,0.88,1.58,sit up straight
232,0.87,1.6,looks good
233,0.88,1.63,looks good
234,0.84,1.62,looks good
235,0.84,1.62,looks good
236,0.74,1.6099999999999999,looks good
237,0.71,1.62,looks good
238,0.7,1.6099999999999999,looks good
239,0.72,1.6099999999999999,looks good
240,0.71,1.6099999999999999,looks good
241,0.69,1.62,looks good
242,0.69,1.6099999999999999,looks good
243,0.65,1.6099999999999999,looks good
244,0.66,1.6099999999999999,looks good
245,0.68,1.6,looks good
246,0.69,1.6,looks good
247,0.71,1.6,looks good
248,0.69,1.6099999999999999,looks good
249,0.68,1.6,looks good
250,0.66,1.6,looks good
251,0.67,1.6,looks good
252,0.69,1.6,looks good
253,0.72,1.6,looks good
254,0.71,1.6,looks good
255,0.7,1.6,looks good
256,0.72,1.6,looks good
257,0.71,1.6099999999999999,looks good
258,0.73,1.6,looks good
259,0.73,1.6,looks good
260,0.71,1.6099999999999999,looks good
261,0.74,1.6,looks good
262,0.74,1.6,looks good
263,0.74,1.6,looks good
264,0.74,1.6,looks good
265,0.76,1.6,looks good
266,0.78,1.6,looks good
267,0.8,1.6,looks good
268,0.82,1.6,looks good
269,0.81,1.6,looks good
270,0.81,1.6,looks good
271,0.79,1.6,looks good
272,0.78,1.6,looks good
273,0.79,1.6,looks good
274,0.81,1.6,looks good
275,0.79,1.6,looks good
276,0.77,1.6,looks good
277,0.78,1.6,looks good
278,0.83,1.6,looks good
279,0.82,1.6,looks good
280,0.81,1.6,looks good
281,0.82,1.6,looks good
282,0.82,1.6,looks good
283,0.82,1.6,looks good
284,0.83,1.6,looks good
285,0.82,1.6,looks good
286,0.8,1.6,looks good
287,0.82,1.6,looks good
288,0.85,1.5899999999999999,sit up straight
289,0.78,1.6099999999999999,looks good
290,0.86,1.6,looks good
291,0.86,1.6,looks good
292,0.85,1.6,looks good
293,0.87,1.6,sit up straight
294,0.84,1.63,looks good
295,0.89,1.6099999999999999,looks good
296,0.88,1.6099999999999999,looks good
297,0.89,1.6099999999999999,looks good
298,0.84,1.6099999999999999,looks good
299,0.84,1.6099999999999999,looks good
300,0.86,1.6,looks good
301,0.86,1.6,looks good
302,0.88,1.6,looks good
303,0.86,1.6,looks good
304,0.86,1.6,looks good
305,0.86,1.6,looks good
306,0.86,1.6,looks good
307,0.83,1.6,looks good
308,0.87,1.6099999999999999,looks good
309,0.88,1.6,looks good
310,0.89,1.6,looks good
311,0.88,1.6,looks good
312,0.88,1.6,looks good
313,0.85,1.6099999999999999,looks good
314,0.85,1.6,looks good
315,0.85,1.6099999999999999,looks good
316,0.85,1.6,looks good
317,0.83,1.6,looks good
318,0.8,1.6,looks good
319,0.78,1.6,looks good
320,0.76,1.6,looks good
321,0.78,1.6,looks good
322,0.76,1.6,looks good
323,0.72,1.6,looks good
324,0.74,1.6,looks good
325,0.69,1.6,looks good
326,0.7,1.6,looks good
327,0.72,1.6,looks good
328,0.68,1.6,looks good
329,0.67,1.6,looks good
330,0.69,1.6,looks good
331,0.68,1.6,looks good
332,0.66,1.6,looks good
333,0.66,1.6,looks good
334,0.67,1.6,looks good
335,0.65,1.6,looks good
336,0.67,1.6,looks good
337,0.67,1.6,looks good
338,0.66,1.6,looks good
339,0.64,1.6,looks good
340,0.61,1.6,looks good
341,0.6,1.6,looks good
342,0.6,1.6,looks good
343,0.6,1.6,looks good
344,0.58,1.6,looks good
345,0.56,1.6,looks good
346,0.6,1.5899999999999999,looks good
347,0.59,1.5899999999999999,looks good
348,0.59,1.5899999999999999,looks good
349,0.59,1.5899999999999999,looks good
350,0.62,1.5899999999999999,looks good
351,0.63,1.5899999999999999,looks good
352,0.65,1.5899999999999999,looks good
353,0.63,1.5899999999999999,looks good
354,0.61,1.5899999999999999,looks good
355,0.57,1.5899999999999999,looks good
356,0.56,1.6,looks good
357,0.56,1.6,looks good
358,0.56,1.5899999999999999,looks good
359,0.56,1.5899999999999999,looks good
360,0.58,1.5899999999999999,looks good
361,0.56,1.5899999999999999,looks good
362,0.57,1.5899999999999999,looks good
363,0.57,1.5899999999999999,looks good
364,0.53,1.5899999999999999,looks good
365,0.52,1.5899999999999999,looks good
366,0.5,1.5899999999999999,looks good
367,0.52,1.5899999999999999,looks good
368,0.54,1.5899999999999999,looks good
369,0.52,1.5899999999999999,looks good
370,0.53,1.5899999999999999,looks good
371,0.54,1.5899999999999999,looks good
372,0.5,1.5899999999999999,looks good
373,0.54,1.5899999999999999,looks good
374,0.57,1.5899999999999999,looks good
375,0.56,1.5899999999999999,looks good
376,0.58,1.5899999999999999,looks good
377,0.6,1.5899999999999999,looks good
378,0.56,1.5899999999999999,looks good
379,0.56,1.5899999999999999,looks good
380,0.56,1.5899999999999999,looks good
381,0.56,1.5899999999999999,looks good
382,0.56,1.6,looks good
383,0.59,1.6,looks good
384,0.57,1.5899999999999999,looks good
385,0.6,1.6,looks good
386,0.56,1.6,looks good
387,0.56,1.6,looks good
388,0.58,1.6,looks good
389,0.57,1.6,looks good
390,0.55,1.6,looks good
391,0.56,1.6,looks good
392,0.56,1.6,looks good
393,0.58,1.6,looks good
394,0.58,1.6,looks good
395,0.59,1.6,looks good
396,0.59,1.6099999999999999,looks good
397,0.61,1.6,looks good
398,0.6,1.6,looks good
399,0.59,1.6099999999999999,looks good
400,0.6,1.6099999999999999,looks good
401,0.59,1.6099999999999999,looks good
402,0.59,1.6099999999999999,looks good
403,0.6,1.6099999999999999,looks good
404,0.61,1.6099999999999999,looks good
405,0.63,1.6099999999999999,looks good
406,0.63,1.6099999999999999,looks good
407,0.66,1.6099999999999999,looks good
408,0.65,1.6099999999999999,looks good
409,0.68,1.6099999999999999,looks good
410,0.68,1.6,looks good
411,0.7,1.6,looks good
412,0.71,1.6,looks good
413,0.73,1.6,looks good
414,0.74,1.6099999999999999,looks good
415,0.74,1.6099999999999999,looks good
416,0.77,1.6099999999999999,looks good
417,0.81,1.6,looks good
418,0.8,1.6099999999999999,looks good
419,0.81,1.6,looks good
420,0.82,1.6,looks good
421,0.81,1.6,looks good
422,0.78,1.6,looks good
423,0.78,1.6,looks good
424,0.8,1.6,looks good
425,0.79,1.6,looks good
426,0.78,1.6,looks good
427,0.79,1.6,looks good
428,0.82,1.6,looks good
429,0.82,1.6,looks good
430,0.81,1.6,looks good
431,0.81,1.6,looks good
432,0.8,1.6,looks good
433,0.81,1.6,looks good
434,0.81,1.6,looks good
435,0.81,1.6,looks good
436,0.84,1.6,looks good
437,0.83,1.6,looks good
438,0.83,1.6,looks good
439,0.83,1.6,looks good
440,0.84,1.6,looks good
441,0.84,1.6,looks good
442,0.83,1.6,looks good
443,0.84,1.6,looks good
444,0.83,1.6,looks good
445,0.83,1.6,looks good
446,0.86,1.6,looks good
447,0.84,1.6,sit up straight
448,1.09,1.62,looks good
449,1.08,1.6,sit up straight
450,0.91,1.63,looks good
451,0.52,1.69,looks good
452,0.51,1.6800000000000002,looks good
453,0.53,1.67,looks good
454,0.53,1.6600000000000001,looks good
455,0.48,1.6600000000000001,looks good
456,0.56,1.65,looks good
457,0.59,1.65,looks good
458,0.55,1.65,looks good
459,0.59,1.6400000000000001,looks good
460,0.55,1.6400000000000001,looks good
461,0.6,1.6400000000000001,looks good
462,0.61,1.6400000000000001,looks good
463,0.62,1.65,looks good
464,0.62,1.6400000000000001,looks good
465,0.59,1.6400000000000001,looks good
466,0.6,1.6400000000000001,looks good
467,0.52,1.63,looks good
468,0.52,1.6400000000000001,looks good
469,0.51,1.6400000000000001,looks good
470,0.52,1.63,looks good
471,0.52,1.63,looks good
472,0.52,1.6400000000000001,looks good
473,0.52,1.6400000000000001,looks good
474,0.52,1.6400000000000001,looks good
475,0.5,1.6400000000000001,looks good
476,0.5,1.6400000000000001,looks good
477,0.52,1.6400000000000001,looks good
478,0.52,1.6400000000000001,looks good
479,0.52,1.6400000000000001,looks good
480,0.49,1.6400000000000001,looks good
481,0.5,1.63,looks good
482,0.49,1.63,looks good
483,0.52,1.6400000000000001,looks good
484,0.51,1.63,looks good
485,0.49,1.6400000000000001,looks good
486,0.51,1.6400000000000001,looks good
487,0.5,1.6400000000000001,looks good
488,0.53,1.63,looks good
489,0.54,1.63,looks good
490,0.54,1.63,looks good
491,0.54,1.63,looks good
492,0.64,1.62,looks good
493,0.63,1.62,looks good
494,0.71,1.6099999999999999,looks good
495,0.75,1.6099999999999999,looks good
496,0.78,1.6,looks good
497,0.79,1.6,looks good
498,0.85,1.6,sit up straight
499,1.13,1.62,sit up straight
500,1.09,1.62,looks good
501,0.87,1.62,looks good
502,0.89,1.62,looks good
503,0.86,1.62,looks good
504,0.82,1.62,looks good
505,0.8,1.62,looks good
506,0.78,1.63,looks good
507,0.76,1.63,looks good
508,0.78,1.63,looks good
509,0.78,1.6400000000000001,looks good
510,0.77,1.6400000000000001,looks good
511,0.78,1.63,looks good
512,0.78,1.63,looks good
513,0.78,1.63,looks good
514,0.84,1.63,looks good
515,0.83,1.63,looks good
516,0.79,1.63,looks good
517,0.79,1.63,looks good
518,0.8,1.63,looks good
519,0.79,1.63,looks good
520,0.8,1.63,looks good
521,0.86,1.63,looks good
522,0.85,1.63,looks good
523,0.87,1.63,looks good
524,0.85,1.63,looks good
525,0.85,1.63,looks good
526,0.88,1.63,looks good
527,0.89,1.63,looks good
528,0.89,1.63,looks good
529,0.9,1.63,looks good
530,0.88,1.63,looks good
531,0.92,1.63,looks good
532,0.9,1.62,looks good
533,0.96,1.62,looks good
534,0.98,1.62,looks good
535,0.98,1.62,looks good
536,0.97,1.62,looks good
537,0.96,1.62,looks good
538,0.87,1.62,looks good
539,0.83,1.62,looks good
540,0.8,1.62,looks good
541,0.77,1.62,looks good
542,0.79,1.62,looks good
543,0.71,1.62,looks good
544,0.72,1.62,looks good
545,0.65,1.62,looks good
546,0.66,1.62,looks good
547,0.67,1.63,looks good
548,0.61,1.63,looks good
549,0.61,1.63,looks good
550,0.55,1.62,looks good
551,0.54,1.62,looks good
552,0.52,1.62,looks good
553,0.53,1.62,looks good
554,0.5,1.62,looks good
555,0.48,1.62,looks good
556,0.51,1.62,looks good
557,0.48,1.62,looks good
558,0.49,1.62,looks good
559,0.49,1.62,looks good
560,0.48,1.62,looks good
561,0.5,1.63,looks good
562,0.53,1.62,looks good
563,0.52,1.62,looks good
564,0.54,1.63,looks good
565,0.54,1.62,looks good
566,0.53,1.62,looks good
567,0.55,1.62,looks good
568,0.55,1.62,looks good
569,0.53,1.62,looks good
570,0.53,1.62,looks good
571,0.53,1.62,looks good
572,0.53,1.62,looks good
573,0.5,1.62,looks good
574,0.47,1.62,looks good
575,0.45,1.62,looks good
576,0.43,1.62,looks good
577,0.46,1.62,looks good
578,0.43,1.62,looks good
579,0.43,1.62,looks good
580,0.44,1.62,looks good
581,0.43,1.62,looks good
582,0.43,1.62,looks good
583,0.44,1.62,looks good
584,0.42,1.62,looks good
585,0.41,1.62,looks good
586,0.43,1.62,looks good
587,0.43,1.62,looks good
588,0.43,1.62,looks good
589,0.42,1.62,looks good
590,0.45,1.62,looks good
591,0.43,1.62,looks good
592,0.43,1.62,looks good
593,0.42,1.62,looks good
594,0.42,1.6099999999999999,looks good
595,0.41,1.62,looks good
596,0.41,1.62,looks good
597,0.43,1.62,looks good
598,0.48,1.6099999999999999,looks good
599,0.48,1.6099999999999999,looks good
600,0.5,1.6099999999999999,looks good
601,0.5,1.6099999999999999,looks good
602,0.48,1.6099999999999999,looks good
603,0.49,1.62,looks good
604,0.48,1.6099999999999999,looks good
605,0.49,1.6099999999999999,looks good
606,0.51,1.62,looks good
607,0.51,1.6099999999999999,looks good
608,0.51,1.6099999999999999,looks good
609,0.53,1.6099999999999999,looks good
610,0.52,1.6099999999999999,looks good
611,0.51,1.6099999999999999,looks good
612,0.51,1.6099999999999999,looks good
613,0.57,1.6099999999999999,looks good
614,0.57,1.6099999999999999,looks good
615,0.59,1.6099999999999999,looks good
616,0.59,1.6099999999999999,looks good
617,0.64,1.6099999999999999,looks good
618,0.64,1.62,looks good
619,0.63,1.6099999999999999,looks good
620,0.64,1.62,looks good
621,0.66,1.6099999999999999,looks good
622,0.69,1.62,looks good
623,0.7,1.6099999999999999,looks good
624,0.7,1.6099999999999999,looks good
625,0.68,1.62,looks good
626,0.71,1.62,looks good
627,0.69,1.62,looks good
628,0.69,1.62,looks good
629,0.68,1.62,looks good
630,0.66,1.62,looks good
631,0.66,1.6099999999999999,looks good
632,0.66,1.6099999999999999,looks good
633,0.65,1.62,looks good
634,0.72,1.63,looks good
635,0.65,1.63,looks good
636,0.66,1.62,looks good
637,0.66,1.62,looks good
638,0.65,1.62,looks good
639,0.65,1.62,looks good
640,0.63,1.62,looks good
641,0.61,1.62,looks good
642,0.55,1.62,looks good
643,0.51,1.62,looks good
644,0.54,1.62,looks good
645,0.54,1.62,looks good
646,0.52,1.62,looks good
647,0.51,1.62,looks good
648,0.58,1.62,looks good
649,0.56,1.62,looks good
650,0.57,1.62,looks good
651,0.58,1.62,looks good
652,0.59,1.62,looks good
653,0.61,1.62,looks good
654,0.61,1.62,looks good
655,0.62,1.62,looks good
656,0.62,1.62,looks good
657,0.62,1.62,looks good
658,0.62,1.62,looks good
659,0.61,1.62,looks good
660,0.61,1.62,looks good
661,0.61,1.62,looks good
662,0.62,1.62,looks good
663,0.59,1.62,looks good
664,0.61,1.62,looks good
665,0.6,1.62,looks good
666,0.56,1.62,looks good
667,0.52,1.62,looks good
668,0.53,1.62,looks good
669,0.52,1.62,looks good
670,0.56,1.62,looks good
671,0.57,1.62,looks good
672,0.51,1.62,looks good
673,0.52,1.62,looks good
674,0.52,1.62,looks good
